id;licencearea;gridsupplypoint;fromsubstation_sitefunctionallocation;fromsubstation;fromnode;tonode;tosubstation;linename;operating_voltage;positive_sequence_impedance_r_percent;positive_sequence_impedance_x_percent;susceptance_b_percent;rating_amps_summer;rating_amps_winter;circuit_length
1351;South Eastern Power Networks (SPN);Hurst;SPN-S000000009108;Bromley Grid 33kV;BROM32;ORPI31;Orpington 33kV;G6TU;33;4.47;3.31;0.8;395;455;4.298
1355;South Eastern Power Networks (SPN);Hurst;SPN-S000000008458;Petts Wood 33kV;PETW31;BROM32;Bromley Grid 33kV;G7TW;33;2.11;1.65;0.16;292;325;1.646
1372;South Eastern Power Networks (SPN);Kemsley;SPN-R000000914417-000-094Z;Ferry Road Zone 33kV;FERR32;SITT31;Sittingbourne Grid 33kV;G6RN;33;22.58;28.51;0.2;237;296;9.307
1379;South Eastern Power Networks (SPN);Kemsley;SPN-S000000008585;Grovehurst Local 33kV;GROL32;GRHG31;Grovehurst Grid 33kV;X388;33;0.02;0.09;0.0;864;960;0.111
1390;South Eastern Power Networks (SPN);Kemsley;SPN-R000000918104-000-013Z;Keycol Hill Zone 33kV;KHZO31;SITT31;Sittingbourne Grid 33kV;G6QP;33;1.52;2.55;0.05;308;385;1.045
1391;South Eastern Power Networks (SPN);Kemsley;SPN-R000000918104-000-013Z;Keycol Hill Zone 33kV;KHZO31;KHZO3A;Keycol Hill Zone 33kV;X547;33;0.01;0.01;0.0;640;685;0.010
1400;South Eastern Power Networks (SPN);Kemsley;SPN-S000000008566;New Hook Eastchurch Zone 33kV;NHEZ32;NRZO31;New Rides Zone 33kV;G7RQ;33;9.25;12.68;0.01;249;311;3.625
1406;South Eastern Power Networks (SPN);Kemsley;SPN-S000000008565;Old Rides Farm Solar Zone 33kV;ORZO31;EPRS3A;East Church Prison Recloser;X287;33;3.16;4.32;0.0;391;435;1.236
1409;South Eastern Power Networks (SPN);Kemsley;SPN-S000000008368;Queenborough 33kV;QNBR32;QBMZ31;Queenborough Marsh Zone 33kV;G7RS;33;0.84;1.26;0.09;345;411;0.952
1419;South Eastern Power Networks (SPN);Kemsley;SPN-S000000009146;Sheerness Grid 33kV;SHEE31;SRDW31;SPN 0082;X441;33;0.35;0.35;0.03;456;525;0.323
1443;South Eastern Power Networks (SPN);Kingsnorth;SPN-S000000009181;Chatham Grid 33kV;CHAT3A;LRDW32;Lordswood 33kV;G7Q5;33;1.08;1.98;0.16;589;680;1.872
1447;South Eastern Power Networks (SPN);Kingsnorth;;Chatham Hill 33kV;CHTH31;CHAT31;Chatham Grid 33kV;G7QV;33;0.08;0.08;0.01;396;440;0.082
1450;South Eastern Power Networks (SPN);Kingsnorth;SPN-S000000008508;Chatham West 33kV;CHTW31;MEDA32;Medway Grid 33kV;G7W6;33;6.45;4.71;1.16;391;435;6.160
1453;South Eastern Power Networks (SPN);Kingsnorth;SPN-S000000008508;Chatham West 33kV;CHTW34;MEDA32;Medway Grid 33kV;G7W9;33;6.46;4.7;1.16;391;435;6.160
1460;South Eastern Power Networks (SPN);Kingsnorth;;Kingsnorth Grid 132kV;KINO11;STRO1A;Strood 132kV;C77C;132;0.21;0.63;17.16;520;578;7.765
1466;South Eastern Power Networks (SPN);Kingsnorth;SPN-S000000009933;Medway 132kV;MEDW1D;MEDW11;Medway 132kV;X520;132;0.0;0.0;0.0;462;513;0.112
1469;South Eastern Power Networks (SPN);Kingsnorth;SPN-S000000008525;Rainham Mark 33kV;RNMK33;CHAT3A;Chatham Grid 33kV;G6QR;33;4.4;6.42;0.02;345;431;2.919
1475;South Eastern Power Networks (SPN);Kingsnorth;SPN-S000000009948;Strood 132kV;STRO1B;STRD12;Strood 132kV;C77J;132;0.0;12.69;0.13;462;513;1.000
1480;South Eastern Power Networks (SPN);Kingsnorth;SPN-S000000008519;Wrotham Heath 33kV;WRTM31;TOWN31;Townsend Hook 33kV;G7WC;33;27.08;32.3;0.1;237;296;11.674
1486;South Eastern Power Networks (SPN);Laleham;;Laleham 132kV;LALE11;TWIC1B;Twickenham 132kV;TWIC-1;132;0.31;0.87;10.52;691;796;11.500
1489;South Eastern Power Networks (SPN);Laleham;;Richmond 11kV;RICM51;RICM5B;Richmond 11kV;R7J1;11;0.07;48.17;0.0;983;983;Series Reactor
1491;South Eastern Power Networks (SPN);Laleham;SPN-S000000008466;Richmond 33kV;RICM32;TWIC31;Twickenham Grid 33kV;G7J1;33;3.15;3.49;0.5;396;440;3.776
1503;South Eastern Power Networks (SPN);Littlebrook;SPN-S000000009116;Dartford Grid 33kV;DART31;STSW31;Stone Marshes SW Station Local;G8ZD;33;7.26;6.7;0.84;396;440;6.942
1517;South Eastern Power Networks (SPN);Littlebrook;SPN-S000000008522;Swanscombe  33kV;SWAN31;DART31;Dartford Grid 33kV;G7WU;33;23.86;15.2;1.47;292;325;14.687
1555;South Eastern Power Networks (SPN);Ninfield;;DNO-UKPN;HAMW3B;MPIT3B;DNO-UKPN;X247;33;1.97;2.32;0.0;486;540;2.977
1557;South Eastern Power Networks (SPN);Ninfield;;DNO-UKPN;MPIT3B;NFBO3D;DNO-UKPN;X249;33;1.23;4.52;0.01;918;1142;1.681
1558;South Eastern Power Networks (SPN);Ninfield;;DNO-UKPN;MPIT3A;NFBO3C;DNO-UKPN;X250;33;1.23;4.52;0.01;918;1142;1.681
1564;South Eastern Power Networks (SPN);Ninfield;;DNO-UKPN;AEPZ3A;AREP31;SPN 0084;X471;33;2.59;2.13;0.19;614;686;2.070
1571;South Eastern Power Networks (SPN);Ninfield;SPN-S000000008361;Hailsham 33kV;HAIL3A;HAIT32;Hailsham Tee 33kV;G7UC;33;0.33;0.17;0.0;238;265;0.139
1597;South Eastern Power Networks (SPN);Ninfield;SPN-S000000008118;Horam 33kV;HORM31;ROMF31;Rose Mead Farm 33kV;G7VK;33;0.78;0.68;0.0;249;310;0.401
1604;South Eastern Power Networks (SPN);Ninfield;;Lewes 132kV;LEWE12;NEWH11;Newhaven Grid 132kV;C7HT;132;1.13;2.2;0.43;460;570;12.874
1605;South Eastern Power Networks (SPN);Ninfield;SPN-S000000008430;Lewes Central 33kV;CLEW31;LEWE31;Lewes Grid 33kV;G7U7;33;7.9;6.3;0.24;237;265;3.589
1608;South Eastern Power Networks (SPN);Ninfield;SPN-S000000009130;Lewes Grid 33kV;LEWE3B;LEWE31;Lewes Grid 33kV;X637;33;0.02;0.03;0.04;2000;2200;0.110
1613;South Eastern Power Networks (SPN);Ninfield;;Little Horsted Zone;LHTZ31;UCKF3A;Uckfield 33kV;X423;33;9.06;15.63;0.01;308;385;5.689
1634;South Eastern Power Networks (SPN);Ninfield;;Ninfield 132kV;NINF11;SLTP1B;Ninfield 132kV;C75V;132;0.01;0.04;0.01;764;952;0.234
1646;South Eastern Power Networks (SPN);Ninfield;SPN-S000000008452;Ocklynge 33kV;OCKL3B;OCKL31;Ocklynge 33kV;X495;33;0.02;0.02;0.0;391;435;0.015
1654;South Eastern Power Networks (SPN);Ninfield;SPN-S000000009940;Polegate 132kV;POLE1A;POLE1C;Willingdon 132kV;C75R-1;132;0.04;0.14;0.05;1148;1302;0.764
1663;South Eastern Power Networks (SPN);Ninfield;;Ripe 33kV;RIPE3B;RIPE32;Ripe 33kV;G6U9;33;0.04;0.03;0.0;292;325;0.025
1664;South Eastern Power Networks (SPN);Ninfield;;Ripe 33kV;RIPE3B;LGAR3A;DNO-UKPN;G6UB;33;7.22;10.16;0.0;249;311;2.554
1677;South Eastern Power Networks (SPN);Ninfield;;SPN 0040;NERF31;NEWH31;Newhaven Grid 33kV;X107;33;1.24;1.17;0.01;319;435;1.090
1696;South Eastern Power Networks (SPN);Ninfield;SPN-R000000912203-000-232Z;Ticehurst High Street 33kV;THST3A;TICH31;Ticehurst 33kV;G7RW;33;0.38;0.25;0.0;292;325;0.221
1718;South Eastern Power Networks (SPN);Ninfield;;Wittersham Ham Green 33kV;WIHG31;WIZO3B;Wittersham Zone 33kV;G6SK;33;0.0;0.0;0.0;249;311;0.594
1745;South Eastern Power Networks (SPN);Northfleet;SPN-S000000009111;Chelsfield Grid 33kV;CHSF31;ORPI34;Orpington 33kV;G6TT;33;5.75;5.32;0.67;356;411;5.531
1754;South Eastern Power Networks (SPN);Northfleet;SPN-S000000008086;Crowhurst 33kV;CROW3A;DORM31;Dormansland Grid 33kV;G7VQ;33;12.09;21.41;0.15;345;431;7.753
1759;South Eastern Power Networks (SPN);Northfleet;;DNO-UKPN;NFPY1B;PEUR11;Pembury Grid 132kV;C762_e;132;0.21;0.55;0.11;460;570;2.316
1762;South Eastern Power Networks (SPN);Northfleet;;DNO-UKPN;STMZ3A;NFLE31;Northfleet East 33kV;G7YH;33;0.1;0.21;0.03;837;972;0.230
1780;South Eastern Power Networks (SPN);Northfleet;SPN-S000000008627;Ebbsfleet 33kV;EBBS31;NFLE31;Northfleet East 33kV;G7Y4;33;1.21;2.65;0.34;737;819;2.853
1783;South Eastern Power Networks (SPN);Northfleet;;Edenbridge 33kV;EDEN31;CROW31;Crowhurst 33kV;G7VS;33;5.36;9.51;0.0;345;431;3.137
1784;South Eastern Power Networks (SPN);Northfleet;;Edenbridge 33kV;EDEN31;ELMS31;Four Elms 33kV;G7VT;33;7.09;12.56;0.0;345;431;4.145
1791;South Eastern Power Networks (SPN);Northfleet;SPN-S000000008625;Gravesend South 33kV;GRVS31;NFLE31;Northfleet East 33kV;G7Y6;33;2.1;2.36;0.3;356;411;2.500
1800;South Eastern Power Networks (SPN);Northfleet;;Littlebrook GIS 132kV;LITG1C;LITG1B;Littlebrook GIS 132kV;G8ZE 1-3;132;0.42;1.07;0.23;460;570;4.639
1808;South Eastern Power Networks (SPN);Northfleet;SPN-S000000008433;Marden 33kV;MARD30;PEUR3A;Pembury Grid 33kV;G7SJ;33;16.7;22.35;0.1;356;411;6.945
1811;South Eastern Power Networks (SPN);Northfleet;SPN-S000000009133;Medway Grid 33kV;MEDA30;BURH31;Burham Grid 33kV;G6W4;33;4.65;4.64;0.67;356;411;4.974
1812;South Eastern Power Networks (SPN);Northfleet;SPN-S000000008643;Mereworth 33kV;MERW31;CPGZ31;Capel Grange Zone 33kV;G7QB;33;13.35;23.9;0.0;333;370;8.000
1818;South Eastern Power Networks (SPN);Northfleet;SPN-S000000008447;North Sevenoaks 11kV;NSEV5C;NSEV51;North Sevenoaks 11kV;X192;11;0.07;0.14;0.0;714;786;0.040
1848;South Eastern Power Networks (SPN);Northfleet;;Queen Street Zone 33kV;QUZO31;PADK31;SPN 0063;X385;33;0.12;0.1;0.01;614;686;0.094
1850;South Eastern Power Networks (SPN);Northfleet;SPN-S000000008470;Rosherville 33kV;RSHV32;NFLE31;Northfleet East 33kV;G7YF;33;4.74;2.5;0.0;328;365;2.856
1856;South Eastern Power Networks (SPN);Northfleet;SPN-S000000008480;Sharnal Street Zone 33kV;SSZO3D;FNSZ31;Fenn Street Zone 33kV;X449;33;2.13;4.17;0.0;308;385;1.270
1860;South Eastern Power Networks (SPN);Northfleet;SPN-S000000008480;Sharnal Street Zone 33kV;SSZO3A;SSZO3B;DNO-UKPN;X456;33;0.35;0.39;0.02;237;296;0.230
1861;South Eastern Power Networks (SPN);Northfleet;SPN-R000000913905-000-035Z;Sherenden Road Zone 33kV;SNDZ31;PEUR31;Pembury Grid 33kV;G7QD;33;3.8;6.88;0.0;345;415;2.297
1862;South Eastern Power Networks (SPN);Northfleet;SPN-S000000008489;South Orpington 33kV;SORP31;CHRM31;Chelsfield RMU 33kV;G7TP;33;5.55;5.15;0.65;356;411;5.363
1869;South Eastern Power Networks (SPN);Northfleet;;SPN 0104;NBRB31;NBRB3A;SPN 0104;X742;33;0.11;0.09;0.01;409;451;0.090
1872;South Eastern Power Networks (SPN);Northfleet;SPN-S000000008318;Stone Marshes SW STN 33kV;SMWN31;SMRS32;Stonemarshes 33kV;G7YH-1;33;0.03;0.04;0.0;531;588;0.039
1896;South Eastern Power Networks (SPN);Northfleet;;Tunbridge Wells Grid 11kV;TUWG51;TUWG5B;Tunbridge Wells Grid 11kV;X218;11;0.01;0.02;0.0;1681;1868;0.040
1897;South Eastern Power Networks (SPN);Northfleet;SPN-S000000009351;Tunbridge Wells Grid 11kV;TUWG52;TUWG5C;Tunbridge Wells Grid 11kV;X312;11;0.18;0.36;0.0;714;786;0.050
1909;South Eastern Power Networks (SPN);Northfleet;;Tunbridge Wells Town 6.6kV;TUNT71;TUNT7B;Tunbridge Wells Town 6.6kV;X566;6.6;0.0;0.0;0.0;863;959;0.106
1921;South Eastern Power Networks (SPN);Richborough;;DNO-UKPN;ETCH1C;BETT1D;Betteshanger 132kV;X236;132;0.01;0.07;0.02;791;980;0.308
1933;South Eastern Power Networks (SPN);Richborough;SPN-S000000009957;Richborough 132kV;RICH11;THWO11;SPN 0010;C784;132;0.0;0.01;0.0;1050;1190;0.030
1948;South Eastern Power Networks (SPN);Richborough;;SPN 0096;PFIZ33;RICH31;Richborough Grid 33kV;X344;33;1.55;1.83;0.0;486;540;2.350
1956;South Eastern Power Networks (SPN);Richborough;;St Peters 33kV;SPET34;WHFZ31;West of Haine Farm Zone 33kV;X280;33;2.13;4.05;0.03;308;385;1.439
1968;South Eastern Power Networks (SPN);Richborough;SPN-S000000008510;Westgate 33kV;WSTG32;THAN31;Thanet Grid 33kV;G7T9;33;7.45;4.58;1.01;346;398;5.830
2004;South Eastern Power Networks (SPN);Sellindge;;DNO-UKPN;FKDV3C;FKDV3B;DNO-UKPN;X696;33;35.08;45.56;0.01;249;311;12.448
2005;South Eastern Power Networks (SPN);Sellindge;;DNO-UKPN;FKDV3B;FKDV3A;DNO-UKPN;X697;33;2.76;1.37;0.0;238;265;1.148
2007;South Eastern Power Networks (SPN);Sellindge;;DNO-UKPN;FKDV3A;FOLK31;Folkestone Grid 33kV;X699;33;0.04;0.05;0.0;480;530;0.044
2049;South Eastern Power Networks (SPN);Sellindge;SPN-R000000914302-000-080Z;Postling Green Zone 33kV;POST31;CASZ3A;Court At Street Zone 33kV;G6RJ;33;0.18;0.32;0.0;345;431;0.107
2061;South Eastern Power Networks (SPN);Sellindge;SPN-S000000009962;Sellindge 132kV;SELL1F;SELL11;Sellindge 132kV;X278;132;0.0;0.0;0.04;349;402;0.025
2076;South Eastern Power Networks (SPN);Sellindge;;SPN 0046;EURO11;SELL12;Sellindge 132kV;X207;132;0.28;0.83;18.81;734;800;12.969
2085;South Eastern Power Networks (SPN);Sellindge;SPN-S000000008376;Tenterden 33kV;TENT31;ASZO31;Ashby Farm Zone 33kV;G7ST;33;28.24;23.66;0.06;166;208;7.166
2089;South Eastern Power Networks (SPN);Sellindge;;Warehorne 33kV;WARE31;LFLF31;LoftyLands Farm 33kV;X512;33;0.62;1.12;0.0;345;431;0.370
2096;South Eastern Power Networks (SPN);West Weybridge;;Betchworth Station 33kV;BTCS3A;BTCS32;Betchworth Station 33kV;X597;33;0.0;0.0;0.0;249;311;0.025
2111;South Eastern Power Networks (SPN);West Weybridge;SPN-S000000009966;Byfleet Village 132kV;BYVI1C;BYVI1E;Byfleet Village 132kV;X168;132;0.0;0.0;0.0;612;685;0.770
2113;South Eastern Power Networks (SPN);West Weybridge;SPN-S000000008327;Chertsey 11kV;CHER52;CHER5C;Chertsey 11kV;X604;11;0.23;0.4;0.0;655;719;0.055
2120;South Eastern Power Networks (SPN);West Weybridge;;Chessington 132kV;CHSI10;LEAT11;Leatherhead 132kV;C704;132;0.59;1.3;0.29;460;570;5.775
2134;South Eastern Power Networks (SPN);West Weybridge;SPN-S000000009921;Guildford Grid 132kV;GUIL1C;GUIL1D;Guildford Grid 132kV;X221;132;0.02;0.06;0.02;460;570;0.342
2145;South Eastern Power Networks (SPN);West Weybridge;SPN-S000000009928;Leatherhead 132kV;LEAT1A;LEAT11;Leatherhead 132kV;X126;132;0.03;0.07;2.41;597;691;1.054
2150;South Eastern Power Networks (SPN);West Weybridge;SPN-S000000009928;Leatherhead Grid 33kV;LEAT31;ASTD32;Ashtead 33kV;G7L2;33;4.24;2.67;0.53;346;398;3.839
2155;South Eastern Power Networks (SPN);West Weybridge;SPN-S000000009928;Leatherhead Grid 33kV;LEAT31;CERL31;CERL 33kV;G7L7;33;1.22;1.0;0.1;292;325;0.995
2163;South Eastern Power Networks (SPN);West Weybridge;SPN-S000000008453;Old Woking 11kV;OWOK5B;OWOK51;Old Woking 11kV;X282;11;0.05;0.11;0.0;880;1031;0.015
2168;South Eastern Power Networks (SPN);West Weybridge;SPN-S000000008482;Shalford 33kV;SHAL31;GUIL31;Guildford Grid 33kV;G7LS;33;3.88;3.57;0.44;396;440;3.702
2188;South Eastern Power Networks (SPN);West Weybridge;;West Weybridge 132kV(NEW);WWYB12;WWYB1E;West Weybridge 132kV(NEW);X274;132;0.01;0.01;0.12;773;886;0.153
2190;South Eastern Power Networks (SPN);West Weybridge;;West Weybridge 132kV(NEW);WWYB12;WWYB1F;West Weybridge 132kV(NEW);X349;132;0.01;0.01;0.15;773;886;0.188
2247;Eastern Power Networks (EPN);Amersham;;DNO-UKPN;FGRN3A;FGRN3B;DNO-UKPN;CHINT_CHIN_2_(1);33;0.32;0.76;0.0;408;508;0.254
2271;Eastern Power Networks (EPN);Barking 132kV;EPN-S0000000C7124;Crowlands Grid 132kV;CROW12;BARG11;Barking 132kV GIS;BARK_CROW_2;132;0.4;0.76;14.27;382;476;9.211
2281;Eastern Power Networks (EPN);Barking 132kV;EPN-S0000000D7124;Crowlands Grid 33kV;CROW31;KIGO3B;EPN 0011;CROW_ROMF_2(1);33;1.4;3.08;0.4;737;818;3.320
2285;Eastern Power Networks (EPN);Barking 132kV;EPN-S0000000H7150;Romford Primary 33kV;ROMF32;ROMF3B;Romford Primary 33kV;ROMF_ROMF_1;33;0.01;0.02;0.0;666;770;0.015
2297;Eastern Power Networks (EPN);Barking West 33kV;EPN-S0000000G7121;Barking West 33kV;BARW32;FBPR3B;DNO-UKPN;BARW_FBPR_7_(1);33;0.22;0.21;0.04;364;421;0.238
2388;Eastern Power Networks (EPN);Bramford;EPN-S0000000G1002;Belstead Switching Stn 33kV;BLSS3B;GUSF32;Gusford Hall Primary 33kV;BLSS_GUSF_2;33;1.48;1.28;0.22;336;388;1.428
2420;Eastern Power Networks (EPN);Bramford;EPN-S0000000H3059;Chisbon Heath Primary 33kV;CHIS3A;ORCH3A;DNO-UKPN;OLDRT_CHIST_1_(1);33;1.86;2.85;0.0;253;311;0.727
2421;Eastern Power Networks (EPN);Bramford;EPN-S0000000H3059;Chisbon Heath Primary 33kV;CHIS31;CHIS3B;Chisbon Heath Primary 33kV;CHIST_CHIS_1;33;0.08;0.04;0.0;201;228;0.032
2439;Eastern Power Networks (EPN);Bramford;EPN-S0000000D1041;Cliff Quay Grid 33kV;CLQU30;MSHM3D;DNO-UKPN;FELX_MSHMT_1;33;8.25;16.91;0.93;408;508;10.273
2497;Eastern Power Networks (EPN);Bramford;;DNO-UKPN;HASU3C;TATT3B;DNO-UKPN;HASUT_TATTT_1_(3);33;22.91;30.06;0.1;237;296;9.179
2502;Eastern Power Networks (EPN);Bramford;;DNO-UKPN;BRAM1D;BRAM11;Bramford Grid 132kV;BRAM_STOW_1_1-2;132;0.05;0.07;2.45;558;651;1.181
2507;Eastern Power Networks (EPN);Bramford;;DNO-UKPN;PEAS3A;PEAS3B;DNO-UKPN;LEIST_LEIS_3(1);33;0.91;2.05;0.02;408;508;0.776
2521;Eastern Power Networks (EPN);Bramford;;DNO-UKPN;HENS3A;HENS31;Henstead Primary 33kV;BHAM_HENS_3;33;0.02;0.04;0.0;408;508;0.013
2541;Eastern Power Networks (EPN);Bramford;;DNO-UKPN;HASU3D;HADP3D;Hadleigh Primary 33kV;HASU_HASUT_2;33;4.88;10.73;0.04;362;416;3.660
2543;Eastern Power Networks (EPN);Bramford;;DNO-UKPN;SGTH3A;FRIN31;Frinton Primary 33kV;CLTN_FRIN_2;33;13.44;24.72;0.25;249;284;8.041
2593;Eastern Power Networks (EPN);Bramford;;DNO-UKPN;EHFG3A;ORCH3B;Chisbon Heath Primary 33kV;OLDRT_CHIST_2;33;4.16;6.38;0.01;253;311;1.628
2633;Eastern Power Networks (EPN);Bramford;;Felixstowe Grid 33kV;FELI31;DOCK31;Dock Rd Primary 33kV;FELI_DOCK_2;33;2.05;1.89;0.29;323;374;2.097
2664;Eastern Power Networks (EPN);Bramford;EPN-S0000000H5068;Harleston Primary 33kV;HARL31;HARL3C;Harleston Primary 33kV;HARLT_HARL_2(1);33;0.06;0.15;0.0;408;508;0.050
2681;Eastern Power Networks (EPN);Bramford;;Ipswich Grid 33kV;IPSW31;TURR31;Turret Ln Primary 33kV;IPSW_TURR_1;33;1.08;1.81;0.4;511;590;2.181
2703;Eastern Power Networks (EPN);Bramford;EPN-S0000000D3048;Lawford Grid 33kV;LAWG3C;LAWG31;Lawford Grid 33kV;lne_LAWG_GT4_1;33;0.06;0.15;0.02;901;1049;0.169
2704;Eastern Power Networks (EPN);Bramford;EPN-S0000000D3048;Lawford Grid 33kV;LAWG3C;LANG3A;DNO-UKPN;LAWG_LANGT_1_(2);33;7.07;18.33;0.07;364;421;5.697
2708;Eastern Power Networks (EPN);Bramford;EPN-S0000000D3048;Lawford Grid 33kV;LAWG31;FOXY31;Foxash Primary 33kV;LAWG_FOXY_2;33;4.31;8.93;0.17;358;411;3.637
2731;Eastern Power Networks (EPN);Bramford;EPN-S0000000H5055;Reydon Primary 33kV;REYD31;RESF31;EPN 0025;lne_RESF_RESF;33;0.12;0.11;0.02;364;421;0.125
2763;Eastern Power Networks (EPN);Bramford;EPN-S0000000D1018;Stowmarket Grid 33kV;STOW3L;STOW31;Stowmarket Grid 33kV;lne_STOW_GT2;33;0.0;0.01;0.0;737;818;0.010
2769;Eastern Power Networks (EPN);Bramford;EPN-S0000000D1018;Stowmarket Grid 33kV;STOW3K;STOW31;Stowmarket Grid 33kV;lne_STOW_GT1B;33;0.0;0.01;0.0;737;818;0.010
2781;Eastern Power Networks (EPN);Bramford;EPN-S0000000H1056;Thetford Grid 33kV;THET31;CFMA3A;DNO-UKPN;THET_CFMA_1;33;16.38;38.8;0.08;376;436;13.133
2784;Eastern Power Networks (EPN);Bramford;;Wickham Market Grid 132kV;WICK11;WMBS11;EPN 0256;WICK_WMBS_1;132;0.01;0.01;0.18;471;538;0.200
2831;Eastern Power Networks (EPN);Brimsdown;EPN-S0000000H8155;Elstree Primary 33kV;ELEE33;BARN31;Barnet Grid 33kV;BARN_ELEE_1;33;9.25;7.3;0.9;203;231;7.587
2870;Eastern Power Networks (EPN);Burwell;EPN-S0000000D4033;Burwell Local Grid 33kV;BURL31;BURL31;Burwell Local Grid 33kV;lne_BURL_BURL;33;0.03;0.09;0.01;829;966;0.100
2874;Eastern Power Networks (EPN);Burwell;EPN-S0000000D4033;Burwell Local Grid 33kV;BURL31;LAKG3A;Lakenheath Gatehouse Primary 33kV;BURL_LAK_1;33;18.95;22.92;2.37;521;579;24.000
2925;Eastern Power Networks (EPN);Burwell;EPN-S0000000F4065;Fulbourn 132kV;FUNL11;FULB12;Fulbourn Grid 132kV;FULB_FULBT_4;132;0.0;0.0;0.05;749;848;0.055
2950;Eastern Power Networks (EPN);Burwell;EPN-S0000000H4066;Histon Primary 11kV;HSTN5A;HSTN51;Histon Primary 11kV;Lne_HSTN_T1;11;0.13;0.22;0.0;663;726;0.030
2959;Eastern Power Networks (EPN);Burwell;EPN-S0000000G4010;Landbeach Switching Station 33kV;LBSS31;GESF31;EPN 0139;lne_LAND_GREE;33;8.47;6.97;0.61;403;445;6.780
3028;Eastern Power Networks (EPN);Eaton Socon;;DNO-UKPN;CFSF3B;CROY31;Croydon Primary 33kV;LBGD_CROY_1_(1);33;0.88;2.07;0.0;371;463;0.649
3038;Eastern Power Networks (EPN);Eaton Socon;;DNO-UKPN;GPFM3A;HILT31;Hilton Primary 33kV;HILT_CFGAT_1;33;6.01;14.32;0.02;408;508;4.781
3040;Eastern Power Networks (EPN);Eaton Socon;;DNO-UKPN;SAND3H;BIGG31;Biggleswade Primary 33kV;SANDT_BIGG_2_(6B);33;1.14;0.52;0.04;203;231;0.460
3051;Eastern Power Networks (EPN);Eaton Socon;;DNO-UKPN;BYLN3C;GODM31;Godmanchester Primary 33kV;HILTT_GODM_1_(1B);33;0.17;0.16;0.02;201;228;0.169
3070;Eastern Power Networks (EPN);Eaton Socon;;EPN 0240;CBWF3A;PERR32;Perry Primary 33kV;Lne_PERR_CBWF_1;33;2.37;5.63;0.01;408;508;1.881
3089;Eastern Power Networks (EPN);Eaton Socon;EPN-S0000000C4055;Little Barford 132kV GIS;LBGS1M;LBGS11;Little Barford 132kV GIS;lne_LBGS_LBGD_3;132;0.0;0.01;0.25;757;858;0.195
3112;Eastern Power Networks (EPN);Elstree;EPN-S0000000H8047;Adelaide St Primary 33kV;ADEL31;CELL31;Cell Barnes Grid 33kV;ADEL_CELL_1;33;2.24;2.35;0.4;366;421;2.671
3130;Eastern Power Networks (EPN);Elstree;EPN-S0000000D8088;Cell Barnes Grid 132kV;COLH1B;CELL12;Cell Barnes Grid 132kV;CELLT_CELL_1_(1);132;0.18;0.76;3.12;659;787;4.472
3167;Eastern Power Networks (EPN);Elstree;;DNO-UKPN;PICC3C;PEIN3C;DNO-UKPN;PICC_HEMET_2_(2);33;6.37;15.01;0.03;403;445;5.065
3172;Eastern Power Networks (EPN);Elstree;EPN-S0000000H8011;Eastcote Primary 33kV;EASC31;HATC3D;DNO-UKPN;EASC_HATC_1_(1);33;2.97;4.49;1.81;628;728;6.605
3188;Eastern Power Networks (EPN);Elstree;EPN-S0000000D8118;Hatch End Grid 33kV;HATC3B;HATC31;Hatch End Grid 33kV;HATC_HATC_2;33;0.05;0.07;0.01;521;579;0.070
3197;Eastern Power Networks (EPN);Elstree;EPN-S0000000D8119;Hatfield Grid 33kV;HATF31;TUNW31;Tunnel Primary 33kV;HATP_TUNW_4;33;3.12;3.36;0.48;356;411;3.615
3219;Eastern Power Networks (EPN);Elstree;EPN-S0000000H8145;North Wembley Primary 33kV;NWEB31;NWEB3A;DNO-UKPN;NWEB_NWEBT_2;33;1.07;0.9;0.08;291;333;0.875
3271;Eastern Power Networks (EPN);Mill Hill;;Church End Primary 33kV;CHUR31;FING31;Finchley Grid 33kV;FINC_CHUR_1;33;2.06;1.68;0.38;395;455;2.100
3324;Eastern Power Networks (EPN);Norwich;;DNO-UKPN;BUNG3A;BUNG31;Bungay Primary 33kV;BUNGT_BUNG_1;33;4.11;9.62;0.14;366;421;3.586
3352;Eastern Power Networks (EPN);Norwich;;DNO-UKPN;EBEC3A;EBEC31;EPN 0053;lne_BECK_CROM;33;0.28;0.23;0.02;403;445;0.223
3368;Eastern Power Networks (EPN);Norwich;;DNO-UKPN;ORME3A;MART31;Martham Primary 33kV;ORMET_MART_2;33;11.35;15.55;0.02;253;311;4.446
3375;Eastern Power Networks (EPN);Norwich;;DNO-UKPN;WHAM3A;BHSF3A;DNO-UKPN;BHSF_TWSE_1;33;4.76;11.32;0.02;408;508;3.781
3406;Eastern Power Networks (EPN);Norwich;EPN-S0000000H5067;GT Yarmouth Grid 33kV;GYAR31;GYAR31;GT Yarmouth Grid 33kV;GYAR_GYAR_1B_(1);33;0.11;0.19;0.03;515;602;0.206
3407;Eastern Power Networks (EPN);Norwich;EPN-S0000000H5067;GT Yarmouth Grid 33kV;GYAR31;GYAR31;GT Yarmouth Grid 33kV;GYAR_GYAR_1A_(2);33;0.11;0.19;0.03;515;602;0.206
3435;Eastern Power Networks (EPN);Norwich;EPN-S0000000H5020;Long Rd Primary 33kV;LONG32;LSFT31;Lowestoft Grid 33kV;LONG_LSFT_2;33;4.78;3.94;0.4;291;333;3.920
